"INSTNM","CITY","state","degree_offered","CONTROL","region","ADM_RATE","SATVRMID","SATMTMID","num_undergrad","prop_arts_human","prop_business","prop_health_med","prop_interdiscip","prop_public_svce","prop_sci_math_tech","prop_social_sci","prop_trades_personal_svce"
"Mr Bela's School of Cosmetology Inc","Warren","MI","1","2","3",NA,NA,NA,117,0,0,0,0,0,0,0,1
"Baker College of Muskegon","Muskegon","MI","2","2","3",NA,NA,NA,3988,0.0351,0.191,0.4083,0.1471,0.0253,0.0878,0.0242,0.0812
"Muskegon Community College","Muskegon","MI","2","1","3",NA,NA,NA,3798,0.0072,0.0681,0.3478,0.4072,0.0362,0.0797,0.0347,0.0188
"Everest College-Skokie","Skokie","IL","1","2","3",NA,NA,NA,459,0,0,1,0,0,0,0,0
"Everest Institute-Southfield","Southfield","MI","1","2","3",NA,NA,NA,1003,0,0,0.8683,0,0,0.1318,0,0
"North Central Michigan College","Petoskey","MI","2","1","3",NA,NA,NA,2466,0.0487,0.0974,0.2693,0.3897,0.0545,0.1003,0.0401,0
"Northern Michigan University","Marquette","MI","3","1","3",0.7313,NA,NA,7959,0.1228,0.1136,0.1576,0.0799,0.1039,0.171,0.1796,0.0715
"Paul Mitchell the School-Escanaba","Escanaba","MI","1","2","3",NA,NA,NA,41,0,0,0,0,0,0,0,1
"Northwestern Michigan College","Traverse City","MI","2","1","3",NA,NA,NA,4241,0.015,0.0386,0.1404,0.5809,0.0096,0.1114,0,0.1039
"Northwood University-Michigan","Midland","MI","3","2","3",0.6538,475,530,2920,0,0.9112,0.013,0.0469,0,0.0279,0.001,0
"Oakland Community College","Bloomfield Hills","MI","2","1","3",NA,NA,NA,15304,0.0316,0.1042,0.1515,0.507,0.0792,0.0935,0.0032,0.03
"Oakland University","Rochester Hills","MI","3","1","3",0.66,NA,NA,16113,0.0965,0.1549,0.2504,0.0399,0.0184,0.1403,0.2993,0
"Olivet College","Olivet","MI","3","2","3",0.5148,395,450,1016,0.0685,0.2055,0,0.1461,0.1553,0.1598,0.2649,0
"Port Huron Cosmetology College","Waterford","MI","1","2","3",NA,NA,NA,82,0,0,0,0,0,0,0,1
"Kuyper College","Grand Rapids","MI","3","2","3",0.6842,485,510,283,0.0641,0.0513,0,0.1923,0.5,0.0128,0.1794,0
"Ross Medical Education Center-Lansing","Lansing","MI","1","2","3",NA,NA,NA,151,0,0,1,0,0,0,0,0
"Ross Medical Education Center-Madison Heights","Madison Heights","MI","1","2","3",NA,NA,NA,270,0,0,1,0,0,0,0,0
"Ross Medical Education Center-Flint","Flint","MI","1","2","3",NA,NA,NA,307,0,0,1,0,0,0,0,0
"Sacred Heart Major Seminary","Detroit","MI","3","2","3",1,NA,NA,154,0.2308,0,0,0.2564,0.5128,0,0,0
"Saginaw Valley State University","University Center","MI","3","1","3",0.7865,NA,NA,8687,0.0953,0.1587,0.1659,0.0407,0.1361,0.1469,0.2562,0
"Schoolcraft College","Livonia","MI","2","1","3",NA,NA,NA,9535,0.0046,0.1313,0.3569,0.2283,0.0809,0.1002,0.0291,0.0683
"Siena Heights University","Adrian","MI","3","2","3",0.6765,476,494,2325,0.0657,0.219,0.2389,0.0972,0.1827,0.1113,0.0702,0.0153
"St Clair County Community College","Port Huron","MI","2","1","3",NA,NA,NA,3588,0.0089,0.1467,0.283,0.3792,0.0607,0.1156,0.0015,0.0045
"Southwestern Michigan College","Dowagiac","MI","2","1","3",NA,NA,NA,2419,0.0365,0.0693,0.2391,0.4416,0.011,0.073,0.0328,0.0966
"Specs Howard School of Media Arts","Southfield","MI","1","2","3",NA,NA,NA,597,0.2678,0,0,0,0,0,0.7322,0
"Spring Arbor University","Spring Arbor","MI","3","2","3",0.6505,528,518,2860,0.0476,0.2813,0.1613,0.15,0.1651,0.0376,0.1576,0
"Michigan Career and Technical Institute","Plainwell","MI","1","1","3",NA,NA,NA,200,0,0.1197,0.2233,0.1586,0,0.1424,0,0.3559
"Finlandia University","Hancock","MI","3","2","3",0.5883,NA,NA,498,0.119,0.119,0.4206,0.1667,0.1111,0,0.0634,0
"Twin City Beauty College","Saint Joseph","MI","1","2","3",NA,NA,NA,111,0,0,0,0,0,0,0,1
"Walsh College of Accountancy and Business Administration","Troy","MI","3","2","3",NA,NA,NA,967,0,0.9239,0,0,0,0.0761,0,0
"Washtenaw Community College","Ann Arbor","MI","1","1","3",NA,NA,NA,10172,0.0389,0.0821,0.204,0.3856,0.035,0.1234,0.0228,0.1083
"Wayne County Community College District","Detroit","MI","2","1","3",NA,NA,NA,13713,0.0012,0.0447,0.2238,0.549,0.0376,0.0216,0.0015,0.1206
"Wayne State University","Detroit","MI","3","1","3",0.7624,NA,NA,17789,0.1058,0.1467,0.0891,0.0553,0.0944,0.1729,0.3227,0.0132
"West Shore Community College","Scottville","MI","2","1","3",NA,NA,NA,1167,0,0.1866,0.3206,0.3302,0.0861,0.0574,0,0.0192
"Western Michigan University","Kalamazoo","MI","3","1","3",0.8285,NA,NA,18755,0.0878,0.2048,0.0921,0.1266,0.054,0.1469,0.2575,0.0303
"Wright Beauty Academy","Battle Creek","MI","1","2","3",NA,NA,NA,45,0,0,0,0,0,0,0,1
"Academy College","Minneapolis","MN","2","2","4",NA,NA,NA,140,0.0426,0.2128,0.1277,0,0.0213,0.0851,0,0.5106
"Alexandria Technical & Community College","Alexandria","MN","2","1","4",NA,NA,NA,1782,0.0433,0.0812,0.1429,0.1082,0.3246,0.0779,0,0.2218
"American Indian OIC Inc","Minneapolis","MN","1","2","4",NA,NA,NA,136,0,0.0829,0.6195,0,0.0829,0.0976,0.1171,0
"Anoka Technical College","Anoka","MN","2","1","4",NA,NA,NA,1992,0,0.0739,0.5808,0.0299,0.0359,0.1357,0,0.1437
"Anoka-Ramsey Community College","Coon Rapids","MN","2","1","4",NA,NA,NA,6585,0.0184,0.1325,0.2208,0.5483,0,0.0764,0.0037,0
"Augsburg College","Minneapolis","MN","3","2","4",0.6086,559,540,2661,0.0914,0.2823,0.1398,0.039,0.0269,0.1061,0.3145,0
"Riverland Community College","Austin","MN","1","1","4",NA,NA,NA,2509,0.0019,0.1293,0.3327,0.1893,0.0403,0.1518,0.0019,0.1527
"Northwest Technical College","Bemidji","MN","1","1","4",NA,NA,NA,795,0,0.1052,0.6717,0.0364,0,0.06,0,0.1266
"Bemidji State University","Bemidji","MN","3","1","4",0.6678,NA,NA,4397,0.0856,0.1939,0.1289,0.0994,0.0975,0.1613,0.2323,0.001
"Bethany Lutheran College","Mankato","MN","3","2","4",0.7458,NA,NA,552,0.1939,0.2016,0,0.0078,0,0.1706,0.4264,0
"Bethel University","Saint Paul","MN","3","2","4",0.9485,565,570,3178,0.053,0.2447,0.2097,0.0699,0.0572,0.1166,0.2489,0
"Central Lakes College-Brainerd","Brainerd","MN","2","1","4",NA,NA,NA,2601,0.0363,0.0507,0.2236,0.4086,0.0286,0.099,0.0033,0.1498
"Carleton College","Northfield","MN","3","2","4",0.2095,705,725,2023,0.2339,0,0,0.0403,0,0.4294,0.2963,0
"Concordia College at Moorhead","Moorhead","MN","3","2","4",0.7998,580,555,2464,0.1589,0.1071,0.0794,0.0863,0.0294,0.1985,0.3402,0
"Concordia University-Saint Paul","Saint Paul","MN","3","2","4",0.5239,515,500,1927,0.0366,0.382,0.0169,0.2444,0.1039,0.0506,0.1657,0
"Dakota County Technical College","Rosemount","MN","1","1","4",NA,NA,NA,2641,0.0643,0.2046,0.3502,0.0358,0.0032,0.1224,0,0.2194
"Martin Luther College","New Ulm","MN","3","2","4",0.9617,NA,NA,729,0,0,0,0,0.3503,0,0.6497,0
"Lake Superior College","Duluth","MN","2","1","4",NA,NA,NA,3990,0.0016,0.0538,0.4551,0.261,0.0335,0.0635,0,0.1313
"Cosmetology Careers Unlimited College of Hair Skin and Nails","Duluth","MN","1","2","4",NA,NA,NA,33,0,0,0,0,0,0,0,1
"Duluth Business University","Dultuh","MN","2","2","4",NA,NA,NA,201,0.0244,0.0976,0.6585,0,0.1951,0.0244,0,0
"Minnesota State Community and Technical College","Fergus Falls","MN","2","1","4",NA,NA,NA,4960,0.0451,0.1166,0.3154,0.2401,0.0276,0.0878,0.0075,0.1599
"Globe University-Woodbury","Woodbury","MN","2","2","4",NA,NA,NA,845,0.0453,0.3042,0.3074,0.0841,0.1683,0.0906,0,0
"Minnesota West Community and Technical College","Granite Falls","MN","1","1","4",NA,NA,NA,2165,0,0.0667,0.5827,0.1157,0.0124,0.0809,0.0071,0.1344
"Gustavus Adolphus College","Saint Peter","MN","3","2","4",0.6322,615,595,2439,0.13,0.1091,0.0562,0.061,0,0.2777,0.366,0
"Hamline University","Saint Paul","MN","3","2","4",0.6557,560,550,2108,0.1595,0.1833,0,0.0596,0.1381,0.1143,0.3451,0
"Hazelden Graduate School of Addiction Studies","Center City","MN","1","2","4",NA,NA,NA,0,0,0,1,0,0,0,0,0
"Hennepin Technical College","Brooklyn Park","MN","1","1","4",NA,NA,NA,5750,0.0186,0.0648,0.3095,0.0282,0.1686,0.201,0.0024,0.207
"Cosmetology Careers Unlimited College of Hair Skin and Nails","Hibbing","MN","1","2","4",NA,NA,NA,37,0,0,0,0,0,0,0,1
"Hibbing Community College","Hibbing","MN","2","1","4",NA,NA,NA,1186,0.011,0.0192,0.2932,0.2822,0.1178,0.0246,0.0219,0.2301
"Aveda Institute-Minneapolis","Minneapolis","MN","1","2","4",NA,NA,NA,489,0,0,0.1725,0,0,0,0,0.8275
"Inver Hills Community College","Inver Grove Heights","MN","2","1","4",NA,NA,NA,4915,0.0083,0.0683,0.2761,0.3991,0.1933,0.0352,0.0155,0.0041
"Itasca Community College","Grand Rapids","MN","2","1","4",NA,NA,NA,1076,0,0.0469,0.3568,0.3281,0.0078,0.2162,0.0443,0
"The Art Institutes International-Minnesota","Minneapolis","MN","3","2","4",NA,NA,NA,1161,0.395,0.1215,0,0,0,0.1629,0.0525,0.268
"Macalester College","Saint Paul","MN","3","2","4",0.3416,680,660,2029,0.2519,0,0,0.1064,0,0.2686,0.3731,0
"South Central College","North Mankato","MN","2","1","4",NA,NA,NA,2966,0.0027,0.1148,0.3458,0.2016,0.0334,0.1695,0.0053,0.1268
"Minnesota State University-Mankato","Mankato","MN","3","1","4",0.6555,NA,NA,12542,0.0597,0.1701,0.1604,0.123,0.0856,0.1434,0.2501,0.0077
"Regency Beauty Institute-Blaine","Blaine","MN","1","2","4",NA,NA,NA,137,0,0,0,0,0,0,0,1
"Mayo School of Health Sciences","Rochester","MN","1","2","4",NA,NA,NA,131,0,0,1,0,0,0,0,0
"Argosy University-Twin Cities","Eagan","MN","2","2","4",NA,NA,NA,1113,0,0.016,0.9038,0,0.0032,0,0.0769,0
"Mesabi Range Community and Technical College","Virginia","MN","2","1","4",NA,NA,NA,986,0,0.0586,0.1433,0.404,0.0098,0.0423,0.0293,0.3127
"Metropolitan State University","Saint Paul","MN","3","1","4",1,NA,NA,7322,0.0477,0.3402,0.084,0.1654,0.1649,0.0747,0.123,0
"University of Minnesota-Twin Cities","Minneapolis","MN","3","1","4",0.4442,620,680,30271,0.1402,0.1044,0.0278,0.0925,0,0.3286,0.2997,0.0068
"University of Minnesota-Crookston","Crookston","MN","3","1","4",0.6916,460,475,1813,0,0.3054,0.0892,0.1189,0.0216,0.4,0.0621,0.0027
"Minneapolis Business College","Roseville","MN","2","2","4",NA,NA,NA,235,0.0603,0.2513,0.4774,0,0.0754,0.1357,0,0
"Minneapolis College of Art and Design","Minneapolis","MN","3","2","4",0.5895,575,520,683,0.7867,0.08,0,0,0,0.0933,0.02,0.02
"Minneapolis Community and Technical College","Minneapolis","MN","2","1","4",NA,NA,NA,8938,0.1051,0.0741,0.3211,0.2487,0.0672,0.0998,0.0132,0.0707
"Herzing University-Minneapolis","Minneapolis","MN","2","2","4",0.7126,NA,NA,262,0.0058,0.0289,0.9653,0,0,0,0,0
"Minnesota School of Cosmetology-Woodbury Campus","WOODBURY","MN","1","2","4",NA,NA,NA,138,0,0,0,0,0,0,0,1
"Crossroads College","Rochester","MN","3","2","4",0.2143,NA,NA,97,0.0256,0.2564,0,0.1282,0.4359,0,0.1538,0
"University of Minnesota-Duluth","Duluth","MN","3","1","4",0.7822,525,555,9239,0.1007,0.1972,0.0395,0.0437,0,0.2746,0.3444,0
"University of Minnesota-Morris","Morris","MN","3","1","4",0.5764,610,585,1846,0.2041,0.0787,0,0.0904,0,0.2975,0.3294,0
"Minnesota School of Business-Richfield","Richfield","MN","3","2","4",NA,NA,NA,896,0.0541,0.4622,0.1568,0.0027,0.1568,0.1675,0,0
"Model College of Hair Design","Saint Cloud","MN","1","2","4",NA,NA,NA,125,0,0,0,0,0,0,0,1
"Minnesota State University-Moorhead","Moorhead","MN","3","1","4",0.8911,505,535,5912,0.1361,0.1464,0.1112,0.0939,0.1167,0.0963,0.2991,0
"North Hennepin Community College","Brooklyn Park","MN","2","1","4",NA,NA,NA,6670,0.0284,0.3255,0.0938,0.3319,0.1258,0.0703,0.0099,0.0142
"National American University-Roseville","Roseville","MN","2","2","4",NA,NA,NA,369,0,0.2903,0.5484,0,0.129,0.0323,0,0
"Brown College-Mendota Heights","Mendota Heights","MN","3","2","4",NA,NA,NA,237,0.3769,0.0302,0.1457,0,0.0603,0.3869,0,0
"Normandale Community College","Bloomington","MN","2","1","4",NA,NA,NA,7751,0.0192,0.0462,0.2544,0.5907,0.0327,0.0391,0.0149,0.0028
"North Central University","Minneapolis","MN","3","2","4",0.9521,505,500,1106,0.1106,0.0575,0.0133,0.1947,0.3141,0.0265,0.2831,0
"Northland Community and Technical College","Thief River Falls","MN","1","1","4",NA,NA,NA,2862,0,0.0782,0.4136,0.1259,0.0414,0.1931,0.0094,0.1385
"University of Northwestern-St Paul","Saint Paul","MN","3","2","4",0.6915,569,571,2038,0.0988,0.1826,0.0067,0.0904,0.1977,0.0805,0.3435,0
"Northwestern Health Sciences University","Bloomington","MN","3","2","4",NA,NA,NA,113,0,0,0.5366,0,0,0.4634,0,0
"Oak Hills Christian College","Bemidji","MN","3","2","4",0.5873,NA,NA,126,0,0.0303,0,0.2424,0.5758,0,0.1515,0
"Regency Beauty Institute-Burnsville","Burnsville","MN","1","2","4",NA,NA,NA,112,0,0,0,0,0,0,0,1
"Pine Technical College","Pine City","MN","1","1","4",NA,NA,NA,751,0.0258,0.0876,0.433,0.0515,0.1495,0.0206,0,0.232
"Rainy River Community College","International Falls","MN","2","1","4",NA,NA,NA,204,0,0,0.04,0.9333,0,0,0,0.0267
"Rochester Community and Technical College","Rochester","MN","2","1","4",NA,NA,NA,5291,0.0193,0.0695,0.3571,0.3589,0.0581,0.0494,0.0123,0.0757
"College of Saint Benedict","Saint Joseph","MN","3","2","4",0.7554,520,539,2051,0.2182,0.1131,0.0972,0.131,0.0179,0.1787,0.244,0
"St Cloud Technical and Community College","Saint Cloud","MN","2","1","4",NA,NA,NA,4422,0,0.1167,0.3208,0.2286,0.0188,0.1006,0.0169,0.1975
"Regency Beauty Institute-St Cloud","Waite Park","MN","1","2","4",NA,NA,NA,76,0,0,0,0,0,0,0,1
"Saint Cloud State University","Saint Cloud","MN","3","1","4",0.8691,492,515,11535,0.0399,0.2149,0.0746,0.1339,0.0676,0.1376,0.3192,0.0121
"Saint Johns University","Collegeville","MN","3","2","4",0.7516,543,553,1871,0.1789,0.2721,0.0098,0.0466,0.0074,0.2427,0.2426,0
"Saint Mary's University of Minnesota","Winona","MN","3","2","4",0.7485,508,523,1897,0.1034,0.4004,0.094,0.0075,0.1391,0.1128,0.1427,0
"St Olaf College","Northfield","MN","3","2","4",0.5919,650,650,3079,0.2424,0,0.0207,0.0731,0.0207,0.3319,0.3112,0
"Crown College","Saint Bonifacius","MN","3","2","4",0.55,403,425,1095,0.0423,0.0798,0.1315,0.0563,0.3427,0.0047,0.3428,0
"The College of Saint Scholastica","Duluth","MN","3","2","4",0.7265,475,465,2858,0.0184,0.1905,0.385,0.0066,0.0696,0.184,0.1459,0
"University of St Thomas","Saint Paul","MN","3","2","4",0.8617,580,580,6246,0.1169,0.3997,0.0323,0.0184,0.0088,0.2042,0.2198,0
"Empire Beauty School-Bloomington","Bloomington","MN","1","2","4",NA,NA,NA,148,0,0,0,0,0,0,0,1
"St Catherine University","Saint Paul","MN","3","2","4",0.6089,550,520,3479,0.0662,0.0821,0.5319,0.0208,0.0552,0.0417,0.2022,0
"Rasmussen College-Minnesota","St. Cloud","MN","2","2","4",0.8327,NA,NA,4742,0.0013,0.2903,0.4837,0,0.1489,0.0167,0.059,0
"Saint Paul College","Saint Paul","MN","1","1","4",NA,NA,NA,6083,0.0448,0.0996,0.3514,0.1591,0,0.0494,0,0.2958
"Southwest Minnesota State University","Marshall","MN","3","1","4",0.6546,NA,NA,2426,0.0542,0.4146,0,0.0688,0.0709,0.1334,0.246,0.0125
"Summit Academy Opportunities Industrialization Center","Minneapolis","MN","1","2","4",NA,NA,NA,252,0,0,0.2407,0,0,0,0,0.7593
"Vermilion Community College","Ely","MN","2","1","4",NA,NA,NA,515,0,0.1006,0.0296,0.2603,0.0888,0.5207,0,0
"Dunwoody College of Technology","Minneapolis","MN","2","2","4",0.7243,NA,NA,1065,0.0472,0.0778,0.059,0,0,0.3891,0,0.4269
"Ridgewater College","Willmar","MN","2","1","4",NA,NA,NA,3329,0.0169,0.0829,0.3113,0.214,0.0161,0.2115,0.0262,0.121
"Minnesota State College-Southeast Technical","Winona","MN","1","1","4",NA,NA,NA,1875,0,0.0966,0.4934,0.0264,0.0322,0.0556,0.0088,0.2869
"Winona State University","Winona","MN","3","1","4",0.6075,NA,NA,8079,0.0401,0.1521,0.1683,0.1335,0.0998,0.1189,0.2872,0
"Century College","White Bear Lake","MN","2","1","4",NA,NA,NA,9484,0.0224,0.0785,0.3269,0.301,0.081,0.0805,0.0392,0.0705
"Alcorn State University","Alcorn State","MS","3","1","5",0.8291,430,445,3157,0.0302,0.0712,0.1836,0.2056,0.1123,0.2163,0.1809,0
"Belhaven University","Jackson","MS","3","2","5",0.4842,536,505,2487,0.1637,0.3767,0.073,0.1282,0.0553,0.0216,0.1814,0
"Blue Mountain College","Blue Mountain","MS","3","2","5",0.5573,475,450,497,0.0312,0.0781,0,0.0312,0.1719,0.0625,0.625,0
"Chris Beauty College","Gulfport","MS","1","2","5",NA,NA,NA,97,0,0,0,0,0,0,0,1
"Coahoma Community College","Clarksdale","MS","2","1","5",NA,NA,NA,1959,0.0116,0.0377,0.1304,0.2638,0.145,0,0.1044,0.3073
"Antonelli College-Jackson","Jackson","MS","2","2","5",NA,NA,NA,485,0.0842,0.1287,0.7129,0,0.0396,0.0347,0,0
"Copiah-Lincoln Community College","Wesson","MS","2","1","5",NA,NA,NA,2859,0.0076,0.1078,0.2356,0.2218,0.0189,0.1442,0.119,0.1454
"Creations College of Cosmetology","Tupelo","MS","1","2","5",NA,NA,NA,51,0,0,0,0,0,0,0,1
"Delta Beauty College","Greenville","MS","1","2","5",NA,NA,NA,50,0,0,0,0,0,0,0,1
"Delta State University","Cleveland","MS","3","1","5",0.8941,443,513,2638,0.0796,0.1469,0.1184,0.0877,0.1285,0.1,0.3061,0.0327
"East Central Community College","Decatur","MS","2","1","5",NA,NA,NA,2323,0,0.0209,0.1906,0.5614,0,0.0314,0,0.1958
"East Mississippi Community College","Scooba","MS","2","1","5",NA,NA,NA,4364,0.0182,0.103,0.219,0.2451,0.0208,0.099,0.103,0.1918
"Fosters Cosmetology College","Ripley","MS","1","2","5",NA,NA,NA,32,0,0,0,0,0,0,0,1
"Academy of Hair Design-Grenada","Grenada","MS","1","2","5",NA,NA,NA,40,0,0,0,0,0,0,0,1
"Hinds Community College","Raymond","MS","2","1","5",NA,NA,NA,10946,0.008,0.0519,0.2753,0.3475,0.0307,0.0563,0.0086,0.2219
"Holmes Community College","Goodman","MS","2","1","5",NA,NA,NA,5911,0.0054,0.0941,0.4043,0.142,0.0656,0.1018,0.1103,0.0764
"Itawamba Community College","Fulton","MS","2","1","5",NA,NA,NA,5477,0.0259,0.0936,0.203,0.2966,0.0716,0.0786,0.1573,0.0732
"Jackson State University","Jackson","MS","3","1","5",0.6464,NA,NA,6880,0.0581,0.1702,0.0603,0.1353,0.1269,0.1764,0.2726,0
"Jones County Junior College","Ellisville","MS","2","1","5",NA,NA,NA,4443,0,0.0351,0.2064,0.5401,0.0066,0.0714,0,0.1404
"Meridian Community College","Meridian","MS","2","1","5",NA,NA,NA,3601,0.0044,0.0287,0.3892,0.4145,0.0066,0.0397,0,0.1169
"Millsaps College","Jackson","MS","3","2","5",0.4745,564,570,734,0.1882,0.2525,0,0.005,0.0198,0.2476,0.2872,0
"Mississippi Delta Community College","Moorhead","MS","2","1","5",NA,NA,NA,2567,0.0084,0.0375,0.2438,0.3626,0,0.1022,0.0042,0.2416
"University of Mississippi","University","MS","3","1","5",0.5936,540,545,16432,0.0922,0.2777,0.0594,0.0978,0.1062,0.0886,0.278,0
"University of Mississippi Medical Center","Jackson","MS","3","1","5",NA,NA,NA,699,0,0,0.8453,0,0,0.1547,0,0
"Mississippi University for Women","Columbus","MS","3","1","5",0.4349,460,595,2252,0.0449,0.0871,0.5714,0.0925,0.0259,0.0381,0.1197,0.0204
"Mississippi Valley State University","Itta Bena","MS","3","1","5",0.2272,NA,NA,1856,0.0656,0.2077,0.0082,0,0.2104,0.1613,0.347,0
"Mississippi College","Clinton","MS","3","2","5",0.673,526,527,2895,0.1088,0.1888,0.1012,0.1012,0.0696,0.1541,0.2764,0
"Mississippi College of Beauty Culture","Laurel","MS","1","2","5",NA,NA,NA,82,0,0,0,0,0,0,0,1
"Mississippi Gulf Coast Community College","Perkinston","MS","2","1","5",NA,NA,NA,10074,0.0155,0.0956,0.1398,0.398,0.0314,0.1547,0.074,0.0911
"Mississippi State University","Mississippi State","MS","3","1","5",0.6482,550,560,16399,0.0445,0.1848,0.0075,0.0762,0.0168,0.3223,0.3478,3e-04
"Northeast Mississippi Community College","Booneville","MS","2","1","5",NA,NA,NA,3105,0.0301,0.0727,0.3665,0.1154,0.0727,0.0537,0.1564,0.1327
"Northwest Mississippi Community College","Senatobia","MS","2","1","5",NA,NA,NA,7530,0.0099,0.1458,0.3607,0.1722,0.0745,0.0735,0.0757,0.0877
"Pearl River Community College","Poplarville","MS","2","1","5",0.8566,NA,NA,5170,0,0.0307,0.329,0.4493,0,0.0307,0,0.1604
"Rust College","Holly Springs","MS","3","2","5",0.1386,335,380,922,0.0195,0.0779,0,0.0714,0.0909,0.4805,0.2597,0
"Southeastern Baptist College","Laurel","MS","3","2","5",NA,NA,NA,37,0,0.1667,0,0.0833,0.75,0,0,0
"Southwest Mississippi Community College","Summit","MS","2","1","5",NA,NA,NA,1933,0,0.0635,0.3304,0.3195,0,0.07,0,0.2167
"University of Southern Mississippi","Hattiesburg","MS","3","1","5",0.6631,495,515,12371,0.101,0.1694,0.132,0.0914,0.076,0.1253,0.3049,0
"Magnolia College of Cosmetology","Jackson","MS","1","2","5",NA,NA,NA,133,0,0,0,0,0,0,0,1
"Tougaloo College","Tougaloo","MS","3","2","5",0.3551,451,402,877,0.0634,0.0493,0,0.0986,0,0.19,0.5986,0
"William Carey University","Hattiesburg","MS","3","2","5",0.4877,NA,NA,2166,0.0418,0.1108,0.2343,0.1573,0.0321,0.0465,0.3771,0
"Avila University","Kansas City","MO","3","2","4",0.6108,490,505,1336,0.073,0.2103,0.3262,0.0472,0.0515,0.0258,0.2662,0
"ITT Technical Institute-Earth City","Earth City","MO","2","2","4",0.7099,NA,NA,602,0.1151,0.0625,0.0197,0,0.1118,0.6908,0,0
"Baptist Bible College","Springfield","MO","3","2","4",NA,NA,NA,305,0.4736,0.1404,0,0.1053,0.1404,0,0.1404,0
"House of Heavilin Beauty College-Blue Springs","Blue Springs","MO","1","2","4",NA,NA,NA,90,0,0,0,0,0,0,0,1
"Cox College","Springfield","MO","2","2","4",0.8975,530,560,832,0,0,1,0,0,0,0,0
"Calvary Bible College and Theological Seminary","Kansas City","MO","3","2","4",0.8696,545,507,251,0.1154,0.1346,0,0.0385,0.7115,0,0,0
"Cape Girardeau Career and Technology Center","Cape Girardeau","MO","1","1","4",NA,NA,NA,305,0,0.0061,0.6909,0,0,0.1333,0,0.1697
"Central Christian College of the Bible","Moberly","MO","3","2","4",0.5838,NA,NA,297,0,0,0,0,0.9318,0,0.0682,0
"Central Methodist University-College of Liberal Arts and Sciences","Fayette","MO","3","2","4",0.6506,445,490,1104,0.0269,0.1538,0.1731,0.1423,0.0346,0.1384,0.3307,0
"University of Central Missouri","Warrensburg","MO","3","1","4",0.8083,NA,NA,9160,0.0748,0.154,0.1093,0.0695,0.1206,0.1712,0.2882,0.0124
"Grand River Technical School","Chillicothe","MO","1","1","4",1,NA,NA,90,0,0,0.1857,0.0286,0,0,0,0.7857
"Chillicothe Beauty Academy Inc","Chillicothe","MO","1","2","4",NA,NA,NA,12,0,0,0,0,0,0,0,1
"Cleveland University-Kansas City","Overland Park","KS","3","2","4",NA,NA,NA,66,0,0,0,0,0,1,0,0
"Columbia Area Career Center","Columbia","MO","1","1","4",0.7143,NA,NA,78,0,0,1,0,0,0,0,0
"Columbia College","Columbia","MO","3","2","4",NA,NA,NA,15498,0.0088,0.3346,0.0159,0.3508,0.1759,0.0216,0.0924,0
"Conception Seminary College","Conception","MO","3","2","4",0.9524,NA,NA,90,1,0,0,0,0,0,0,0
"Cottey College","Nevada","MO","2","2","4",0.7063,515,490,277,0.1339,0.0446,0,0.7857,0,0,0.0357,0
"Crowder College","Neosho","MO","2","1","4",NA,NA,NA,4336,0,0.1068,0.1936,0.4206,0.0093,0.0801,0.0441,0.1456
